TYPVOIE;PREVOIE;NOMVOIE;TYPO;DATE_ARRET;CDGI;HISTO;TEXTE;QUARTIER;1er;2e;3e;4e;5e;6e;7e;8e;9e;10e;11e;12e;13e;14e;15e;16e;17e;18e;19e;20e;ARRON
place;du;guignier;place du Guignier;;4382;"Orig. du nom. ~ Voir : Guignier (rue du).
Historique. ~ Précédemment, passage du Guignier (arr. du 1er février 1877). Ancien passage transformé en place, lors de l'ouverture de la rue des Pyrénées, par suite de la démolition des immeubles du côté impair.
";"Classement dans la voirie parisienne. ~ Déc. du 23 mai 1863. Précédemment voie de l'ancienne commune de Belleville.
Alignements (non retenus au POS et non repris au PLU). ~ Ord. du 21 juillet 1843.
Numérotage. ~ Arr. du 24 septembre 1873.
Dénomination. ~ Arr. du 7 décembre 1883.";Belleville.;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;VRAI;XXe
rue;du;guignier;rue du Guignier;;4383;"Orig. du nom. ~ Ancienne plantation de cerisiers.
Historique. ~ La partie B est tracée sur le cadastre de 1812.
";"Ouverture. ~ Déc. du 31 octobre 1868, partie latérale à la place du Guignier (A).
Classement dans la voirie parisienne. ~ Déc. du 23 mai 1863, sauf la partie A. Précédemment, voie de l'ancienne commune de Belleville.
Alignements (non retenus au POS et non repris au PLU). ~ Ord. du 21 juillet 1843, côté impair, entre la place du Guignier et la rue des Rigoles (B) et au droit du n° 6. Déc. du 31 octobre 1868, au droit des nos 2 et 4. Arr. du 26 septembre 1947 (relatif à la rue des Rigoles), au droit des nos 8, 10 et 12.
Nivellement. ~ Déc. du 31 octobre 1868.
Numérotage. ~ Arr. du 24 septembre 1877.
Dénomination. ~ Arr. du 1er février 1877, partie A.";Belleville.;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;VRAI;XXe
rue;;lucien et sacha guitry;rue Lucien Et Sacha Guitry;02/04/1969;5838;"Orig. du nom. ~ Lucien Germain Guitry (1860-1925), acteur et Sacha, son fils (1885-1957), acteur et auteur ; quartier où sont groupés des noms d'artistes.
Historique. ~ Ouverte par la Ville de Paris sur l'emplacement de l'ancienne usine à gaz de Saint-Mandé. Précédemment, rue Lucien Guitry.
";"Ouverture. ~ Ouverte en 1934.
Numérotage. ~ Arr. du 8 octobre 1935.
Dénomination. ~ Arr. du 2 avril 1969.
";Charonne.;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;VRAI;XXe
rue;;gasnier-guy;rue Gasnier-Guy;;3965;"Orig. du nom. ~ Nom de propriétaire.
";"Classement et alignements (retenus au PAZ de la Zac ""Amandiers"" et non repris au PLU). ~ Arr. du 12 février 1935, depuis la rue des Partants jusqu'au droit des nos 7 et 20 inclus. Déc. du 24 novembre 1887, le surplus.
Nivellement. ~ Arr. du 12 février 1935.
Numérotage. ~ Arr. du 27 octobre 1897.";Père Lachaise.;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;VRAI;XXe
square;de la;guyenne;square de la Guyenne;;4438;"Orig. du nom. ~ Ancienne province de France.
Historique. ~ Ouvert sur l'emplacement du bastion 12.
";"Ouverture. ~ Ouvert en 1932.
Dénomination. ~ Voie dénommée en 1932.
";Charonne.;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;VRAI;XXe
rue;;reynaldo hahn;rue Reynaldo Hahn;21/05/1956;8184;"Orig. du nom. ~ Reynaldo Hahn (1874-1947), compositeur français.
Historique. ~ Ouverte par la Ville de Paris.
";"Ouverture. ~ Ouverte en 1956.
Dénomination. ~ Arr. du 21 mai 1956.
";Charonne.;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;VRAI;XXe
rue;des;haies;rue des Haies;;4452;"Orig. du nom. ~ Ancien sentier bordé de buissons.
Historique. ~ L'établissement du chemin de fer de Ceinture a entraîné la suppression de la partie comprise entre la rue des Maraîchers et la rue Courat. La rue des Haies est indiquée à l'état de sentier sur le plan de Roussel (1730). Sur le cadastre de 1812, elle est nommée chemin du Petit Charonne. Avant 1875, la rue des Haies débouchait rue d'Avron. La partie qui était comprise entre cette dernière voie et la rue des Haies actuelle est maintenant une partie de la rue Planchat.
";"Classement dans la voirie parisienne. ~ Déc. du 23 mai 1863. Précédemment voie de l'ancienne commune de Charonne.
Déclassement. ~ Délib. du 11 juillet 1988, au droit des nos 41 à 45.
Alignements (non retenus au POS et non repris au PLU). ~ Ord. du 27 août 1844, côté pair, au droit des nos 108 et 110. Arr. du 14 janvier 1933 : côté pair, de la rue Planchat à la rue de la Réunion et du passage Dagorno au n° 108 exclu ; côté impair, de la rue Planchat au n° 27 et du n° 77 à la rue des Maraîchers.
Alignements (non retenus au PAZ de la Zac ""Réunion"" et non repris au PLU). ~ Ord. du 27 août 1844, côté pair, sur une longueur de 70 m environ entre le n° 86 exclu et le passage Dagorno. Arr. du 14 janvier 1933 : côté pair, de la rue de la Réunion au n° 86 ; côté impair, au droit des nos 29 à 75.
Nivellement. ~ Arr. du 14 janvier 1933.
Numérotage. ~ Arr. du 8 janvier 1877.";Charonne.;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;VRAI;XXe
villa;;hardy;villa Hardy;;4469;"Orig. du nom. ~ Alexandre Hardy (1570-1632), poète et auteur dramatique français.
";"Dénomination. ~ Voie dénommée en 1930 par les propriétaires riverains.
";Père Lachaise.;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;VRAI;XXe
rue;;harpignies;rue Harpignies;05/08/1929;4477;"Orig. du nom. ~ Henri Harpignies (1819-1916), peintre et aquarelliste français.
Historique. ~ Ouverte par la Ville de Paris sur l'emplacement du bastion 13.
";"Ouverture. ~ Ouverte en 1929.
Classement. ~ Arr. du 11 octobre 1932.
Numérotage. ~ Arr. du 23 avril 1953.
Dénomination. ~ Arr. du 5 août 1929.
";Charonne.;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;VRAI;XXe
impasse;;haxo;impasse Haxo;;4509;"Orig. du nom. ~ Voisinage de la rue Haxo.
Historique. ~ L'impasse Haxo, qui débouchait avant 1930 au n° 22 de la rue Alphonse Penaud, était précédemment une partie du chemin de la Porte des Vaches. La partie de ce chemin qui aboutissait au chemin Neuf de Ménilmontant (actuellement rue du Surmelin) est un tronçon de la rue Alphonse Penaud ; celle qui aboutissait au sentier des Montiboeufs a été partiellement réoccupée par les riverains.
";"Nota. ~ Cette voie communique par un escalier avec la rue Alphonse Penaud.
Classement. ~ Arr. du 3 juillet 1830 (classement comme sentier rural de l'ancienne commune de Charonne), partie A. Déc. du 23 mai 1963 (dans la voirie parisienne), partie A.
Numérotage. ~ Arr. du 11 juin 1931.
Dénomination. ~ Arr. du 1er février 1877, partie A.
";Saint-Fargeau.;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;VRAI;XXe
rue;;maryse hilsz;rue Maryse Hilsz;21/05/1956;6150;"Orig. du nom. ~ Maryse Hilsz (1903-1946), aviatrice française.
Historique. ~ Ouverte par la Ville de Paris.
";"Ouverture. ~ Ouverte en 1957.
Dénomination. ~ Arr. du 21 mai 1956.
";Charonne.;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;VRAI;XXe
rue;;houdart;rue Houdart;;4672;"Orig. du nom. ~ Nom de propriétaire.
Historique. ~ Précédemment passage Houdart.
";"Classement. ~ Déc. du 23 mai 1863.
Numérotage. ~ Arr. du 30 janvier 1877.
";Père Lachaise.;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;VRAI;XXe
rue;;félix huguenet;rue Félix Huguenet;14/08/1934;3558;"Orig. du nom. ~ Félix Huguenet (1858-1926), acteur ; quartier où ont été groupés des noms d'artistes.
Historique. ~ Ouverte par la Ville de Paris sur l'emplacement de l'ancienne usine à gaz de Saint-Mandé.
";"Ouverture. ~ Ouverte en 1934.
Numérotage. ~ Arr. du 8 octobre 1935.
Dénomination. ~ Arr. du 14 août 1934.
";Charonne.;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;VRAI;XXe
voie;;i/20;voie I/20;;X330;;;Saint-Fargeau.;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;VRAI;XXe
avenue;;ibsen;avenue Ibsen;08/01/1932;4687;"Orig. du nom. ~ Henrik Ibsen (1828-1906), littérateur norvégien.
Historique. ~ Précédemment partie de l'avenue Gambetta (CGC n° 20 bis) située autrefois sur le territoire de Bagnolet annexé à Paris par décret du 27 juillet 1930. L'avenue Ibsen a été portée à son gabarit actuel à l'occasion de la création du boulevard Périphérique en 1969.
";"Dénomination. ~ Arr. du 8 janvier 1932.
";Saint-Fargeau.;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;VRAI;XXe
rue;de l';indre;rue de l'Indre;;4704;"Orig. du nom. ~ Rivière du bassin de la Loire.
Historique. ~ Précédemment, rue Mondétour, plus anciennement rue des Deux Lions. Sentier indiqué sur le cadastre de 1812. L'ancien débouché de cette voie sur la rue des Prairies a été déclassé par l'arrêté du 22 mai 1974.
";"Classement dans la voirie parisienne. ~ Déc. du 23 mai 1863. Précédemment voie de l'ancienne commune de Charonne.
Alignements (non retenus au POS et non repris au PLU). ~ Arr. du 22 mai 1974 à partir de la rue des Prairies, sur une longueur de 22 m environ (côté impair) et de 28 m environ (côté pair) et pans coupés aux angles de la rue Pelleport. Ord. du 27 août 1844, le surplus.
Nivellement. ~ Arr. du 22 mai 1974.
Dénomination. ~ Arr. du 1er février 1877.";Père Lachaise.;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;VRAI;XXe
villa;;industrielle;villa Industrielle;;4712;"Orig. du nom. ~ Bordée d'ateliers.
";"
";Père Lachaise.;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;VRAI;XXe
voie;;j/20;voie J/20;;X350;;;Saint-Fargeau.;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;VRAI;XXe
rue;;hélène jakubowicz;rue Hélène Jakubowicz;11/06/2003;4524;"Orig. du nom. ~ Hélène Jakubowicz (Paris, 1925-Auschwitz, 1942), habitait le quartier ; résistante, membre des Jeunesses Communistes, elle est morte en déportation.
Historique. ~ La voie est composée de deux tronçons: la partie A, qui commence rue Hélène Jakubowicz, 15, et qui finit rue de Ménilmontant, 144. La partie B qui commence rue Villiers de l'Isle Adam, 97, et qui finit rue Hélène Jakubowicz, 15. La partie A était provisoirement dénommée DU/20. La partie B était précédemment dénommée impasse Villiers de l'Isle Adam (arrêté du 1er février 1877), antérieurement impasse des Partants, et plus anciennement impasse Sainte-Croix.";"Dénomination. ~ Arr. mun. du 31 octobre 1996 (partie A). Arr. mun. du 11 juin 2003 (partie B).
Classement, alignements (retenus au POS et non repris au PLU) et nivellement. ~ Arr. mun. du 22 février 1994 (partie B).";Père Lachaise.;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;VRAI;XXe
rue;du;japon;rue du Japon;;4818;"Orig. du nom. ~ Empire d'Asie ; voisinage de la rue de la Chine.
Historique. ~ Ouverte par la Ville de Paris. Un décret du 4 mars 1868 avait déclaré d'utilité publique le prolongement de la voie entre les rues Belgrand et de la Cour des Noues. Le décret précité a été rapporté par un autre décret du 14 septembre 1892.
";"Ouverture. ~ Ouverte en 1867.
Dénomination. ~ Arr. du 26 février 1867.
";Père Lachaise.;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;VRAI;XXe
passage;;josseaume;passage Josseaume;;5022;"Orig. du nom. ~ M. Josseaume, propriétaire.
";Nota. ~ voie privée ouverte à la circulation publique (arr. du 23 juin 1959).;Charonne.;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;VRAI;XXe
rue;du;jourdain;rue du Jourdain;;5035;"Orig. du nom. ~ Rivière de Palestine ; voisinage de l'église Saint-Jean-Baptiste de Belleville.
";"Ouverture. ~ Déc. du 28 juillet 1862 (UP).
Alignements (non retenus au POS et non repris au PLU). ~ Déc. du 23 février 1895, raccordement du côté pair avec la rue de Belleville.
Dénomination. ~ Arr. du 26 février 1867.";Belleville.;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;VRAI;XXe
rue;;juillet;rue Juillet;;5057;"Orig. du nom. ~ M. Juillet, propriétaire.
Historique. ~ La partie de cette voie, qui débouchait autrefois sur la rue de Ménilmontant, a été supprimée par l'ouverture de la rue Sorbier (déc. du 28 janvier 1876, UP).
";Classement, alignements (non retenus au POS et non repris au PLU) et nivellement. ~ Arr. du 3 mai 1966.;Père Lachaise.;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;VRAI;XXe
rue;de la;justice;rue de la Justice;;5134;"Orig. du nom. ~ Aboutissait à l'ancienne justice de Charonne.
Historique. ~ Précédemment sentier de la Justice et antérieurement, sentier des Vaches. Il est tracé sur le plan cadastral de la commune de Charonne, dressé en 1812. Dans la traversée du talus du boulevard Mortier, le sol de la voie, qui appartenait à l'Etat, a été acquis par la Ville de Paris, suivant acte administratif du 27 avril 1898. Elle a été ouverte par la Ville de Paris.
";"Ouverture. ~ Ouverte en 1935.
Classement. ~ Arr. du 3 juillet 1830, sentier rural de l'ancienne commune de Charonne. Déc. du 23 mai 1863 (classement dans la voirie parisienne).
Alignements (non retenus au POS et non repris au PLU) et nivellement. ~ Déc. du 7 avril 1881.
Numérotage. ~ Arr. du 31 mai 1875.
Dénomination. ~ Arr. du 1er février 1877.";Saint-Fargeau.;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;VRAI;XXe
rue;de;pali-kao;rue de Pali-Kao;;7020;"Orig. du nom. ~ Victoire remportée en Chine par l'armée franco-anglaise, le 21 septembre 1860.
Historique. ~ Précédemment, rue Napoléon (partie A). Précédemment, square Napoléon (partie B).
";"Classement. ~ Déc. du 23 mai 1863.
Alignements (non retenus au POS et non repris au PLU) et nivellement. ~ Déc. du 17 février 1885, sauf, en ce qui concerne les alignements, au droit du n° 49.
Alignements (retenus au PAZ de la Zac ""Belleville"" et non repris au PLU). ~ Déc. du 17 février 1885, au droit des nos 1 à 25, 41 à 47 et 44 à 48.
Alignements (non retenus au PAZ de la Zac ""Belleville"" et non repris au PLU). ~ Déc. du 17 février 1885, au droit des nos 39 et 2 à 42.
Numérotage. ~ Arr. du 24 août 1881.
Dénomination. ~ Déc. du 24 août 1864, partie A. Arr. du 1er février 1877, partie B.";Belleville.;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;VRAI;XXe
rue;;pauline kergomard;rue Pauline Kergomard;21/12/1987;7190;"Orig. du nom. ~ Pauline Kergomard (Bordeaux, 1838-Saint-Maurice, 1925), pédagogue française, fut une des fondatrices de l'Ecole Maternelle en France.
Historique. ~ Voie créée dans le cadre de l'aménagement de la Zac ""Saint-Blaise"". Elle avait été provisoirement dénommée CV/20.
";"Dénomination. ~ Arr. mun. du 21 décembre 1987.
";Charonne.;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;VRAI;XXe
rue;;dupont de l'eure;rue Dupont De L'Eure;;3011;"Orig. du nom. ~ Jacques Charles Dupont dit de l'Eure (1767-1855), homme politique français, président du Gouvernement provisoire en 1848.
Historique. ~ La partie A indiquée sur le plan cadastral de la commune de Charonne dressé en 1812, était précédemment une partie de la rue Orfila et plus anciennement une partie de la rue des Hautes Gatines. La partie B a été ouverte sous le nom de rue Dupont de l'Eure prolongée.
";"Ouverture. ~ La partie B a été ouverte en 1912.
Classement. ~ La partie A, précédemment sentier rural de l'ancienne commune de Charonne (arr. préfectoral du 3 juillet 1830), a été classée dans la voirie parisienne par décret du 23 mai 1863. Arr. du 9 juin 1931, partie B.
Alignements (non retenus au POS et non repris au PLU) et nivellement. ~ Déc. du 18 mai 1896 (UP), partie A. Arr. du 9 juin 1931, partie B.
Numérotage. ~ Arr. du 5 avril 1894, partie A.
Dénomination. ~ Arr. du 26 décembre 1893, partie A.";Père Lachaise.;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;VRAI;XXe
rue;du;commandant l'herminier;rue du Commandant L'Herminier;18/04/1963;2234;"Orig. du nom. ~ Jean l'Herminier (1902-1953), officier de marine français, a accompli de nombreuses missions secrètes sur les côtes de France à bord du submersible ""Casabianca"" durant la Seconde guerre mondiale.
Historique. ~ Ouverte par la Ville de Paris. Elle avait été provisoirement dénommée AV/20.
";"Observation. ~ Le côté est de la voie forme la limite du territoire de Saint-Mandé.
Ouverture. ~ Ouverte en 1961.
Dénomination. ~ Arr. du 18 avril 1963.
";Charonne.;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;VRAI;XXe
rue;du;docteur labbé;rue du Docteur Labbé;12/10/1926;2844;"Orig. du nom. ~ Léon Labbé (1832-1916), chirurgien français, président de l'Académie de médecine, sénateur.
Historique. ~ Ouverte par la Ville de Paris sur l'emplacement du bastion 16.
";"Ouverture. ~ Ouverte en 1926.
Classement. ~ Arr. du 11 octobre 1932.
Dénomination. ~ Arr. du 12 octobre 1926.
";Saint-Fargeau.;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;VRAI;XXe
cité;du;labyrinthe;cité du Labyrinthe;;5214;"Orig. du nom. ~ Voie formant de nombreux détours.
";"Nota. ~ voie privée ouverte à la circulation publique (arr. du 23 juin 1959).
Dénomination. ~ Arr. du 1er février 1877.";Père Lachaise.;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;VRAI;XXe
avenue;du;père lachaise;avenue du Père Lachaise;;7261;"Orig. du nom. ~ Conduit au cimetière du Père Lachaise. Le Père Lachaise était le confesseur de Louis XIV.
Historique. ~ Précédemment rue de la Dhuis (arr. du 20 juillet 1868).
";"Ouverture et alignements (non retenus au POS et non repris au PLU). ~ Déc. du 10 mars 1892 (UP), entre les rues des Rondeaux et Malte Brun. Déc. du 28 juillet 1862, le surplus.
Nivellement. ~ Déc. du 10 mars 1892.
Numérotage. ~ Arr. du 20 février 1894.
Dénomination. ~ Arr. du 31 juillet 1899.";Père Lachaise.;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;VRAI;XXe
passage;;julien lacroix;passage Julien Lacroix;;5111;"Orig. du nom. ~ Voisinage de la rue Julien Lacroix.
Historique. ~ Précédemment passage des Envierges.
";"Classement, alignements (retenus au PAZ de la Zac ""Belleville"" et non repris au PLU) et nivellement. ~ Arr. mun. du 7 juin 1993.
Dénomination. ~ Arr. du 1er février 1877.";Belleville.;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;VRAI;XXe
rue;;julien lacroix;rue Julien Lacroix;;5112;"Orig. du nom. ~ Nom de propriétaire.
Historique. ~ Précédemment : rue Julien Lacroix, entre les rues du Sénégal et de Belleville ; chemin des Couronnes, entre les rues de Ménilmontant et des Couronnes ; rue Caroline, entre les rues des Couronnes et Vilin ; rue de Rivoli, entre les rues Vilin et du Sénégal. La partie entre les rues de Ménilmontant et des Couronnes est tracée sur le plan de Roussel (1730). La partie comprise entre le n° 5 et la rue Vilin a été englobée dans le Parc de Belleville.
";"Classement dans la voirie parisienne. ~ Déc. du 23 mai 1863. Précédemment voie de l'ancienne commune de Belleville.
Déclassement. ~ Délib. du 26 septembre 1988. Délib. du 25 et 26 juin 2007 (25m²) à l'angle du 84, rue Julien Lacroix et 56, rue de Belleville.
Alignements (non retenus au POS et non repris au PLU). ~ Ord. du 28 février 1837, partie A, sauf au droit des nos 17 et 27 à 35 inclus.
Déc. du 4 octobre 1882, partie B, hors Zac.
Arr. du 16 juillet 1929 (relatif à la rue de Belleville), au droit des nos 84 et 105.
Alignements (retenus au PAZ de la Zac ""Belleville"" et non repris au PLU). ~ Déc. du 4 octobre 1882, au droit des nos 55 à 73, qui sont exemptés de la servitude de reculement.
Alignements (non retenus au PAZ de la Zac ""Belleville"" et non repris au PLU). ~ Déc. du 25 mars 1878, raccordement du côté pair avec le côté impair de la rue des Couronnes (n° 34). Déc. du 4 octobre 1882, au droit des nos 36 à 40.
Nivellement. ~ Déc. du 4 octobre 1882, partie B.
Dénomination. ~ Arr. du 2 avril 1868.";Belleville.;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;VRAI;XXe
rue;de;lagny;rue de Lagny;21/05/1956;5266;"Orig. du nom. ~ Ancien chemin conduisant à Lagny.
Historique. ~ La partie A est indiquée sur le plan de Jouvin de Rochefort (1672) ; sur le plan de Lacaille, elle est appelée chemin de la Pissotte. La partie B était précédemment partie de la rue Lippmann. Pour la partie comprise entre les rues Louis Delaporte et Maryse Hilsz et la limite du territoire de Paris. La partie C était précédemment partie du chemin vicinal ordinaire n° 7 située autrefois sur les territoires de Montreuil-sous-Bois et Saint-Mandé annexés à Paris par décrets des 18 avril 1929 et 27 juillet 1930.
";"Classement dans la voirie parisienne. ~ Déc. du 23 mai 1863 : partie comprise entre le boulevard de Charonne et le boulevard Davout (A). Arr. du 11 octobre 1932 : partie comprise entre le boulevard Davout et les rues Lippmann et Reynaldo Hahn (B).
Alignements (non retenus au POS et non repris au PLU). ~ Arr. du 25 janvier 1949, partie A, sauf au droit des nos 97 à 105. Déc. du 31 mars 1936 (relatif à la rue des Maraîchers), pan coupé, côté impair, à l'angle de cette dernière voie, côté impair. Arr. du 5 février 1959, relatif à la rue du Général Niessel, côté pair, retour sur une longueur de 5 m environ avec la rue du Général Niessel, côté impair.
Alignements (non retenus au PAZ de la Zac ""Gare de Charonne"" et non repris au PLU). ~ Arr. du 25 janvier 1949, au droit des nos 97 à 105.
Nivellement. ~ Arr. du 25 janvier 1949, partie A.
Numérotage. ~ Arr. du 8 octobre 1935, depuis les nos 48 et 49 inclus jusqu'à la rue des Pyrénées. Arr. du 7 janvier 1882, le surplus.
Dénomination. ~ Arr. du 21 mai 1956, partie B.";Charonne.;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;VRAI;XXe
passage;de;lagny;passage de Lagny;;5265;"Orig. du nom. ~ Voisinage de la rue de Lagny.
Historique. ~ Créé par la Compagnie du chemin de fer de Ceinture lors du déplacement de la gare aux marchandises de Charonne ; cette voie a été remise à la Ville en 1870.
";"Classement, alignements (non retenus au POS et non repris au PLU) et nivellement. ~ Arr. du 16 août 1932.
Numérotage. ~ Arr. du 24 octobre 1877.
Dénomination. ~ Arr. du 1er février 1877.";Charonne.;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;VRAI;XXe
rue;;lucien lambeau;rue Lucien Lambeau;03/06/1932;5841;"Orig. du nom. ~ Lucien Lambeau (1854-1927), historien de Charonne et des communes annexées en 1859.
Historique. ~ Précédemment rue du Bel Air, antérieurement Chemin du Bel Air ; située autrefois sur le territoire de Bagnolet annexé à Paris par décret du 27 juillet 1930. La rue Lucien Lambeau communique avec l'avenue du Professeur André Lemierre par une passerelle établie lors de la création du boulevard Périphérique en 1969.
";"Dénomination. ~ Arr. du 3 juin 1932.
";Charonne.;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;VRAI;XXe
